insertId,"'labels.""execution-date""","'labels.""map-index""",labels.process,"'labels.""task-id""","'labels.""try-number""",labels.worker_id,labels.workflow,logName,receiveLocation,receiveTimestamp,resource.labels.environment_name,resource.labels.location,resource.labels.project_id,resource.type,severity,textPayload,timestamp
1a3zp85f5j6dlk,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:353,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,"'Marking task as SUCCESS. dag_id=etl_pipeline_clicks_transactions, task_id=validate_data, run_id=manual__2025-09-17T17:18:36.0818+00:00, execution_date=20250917T171836, start_date=20250917T173257, end_date=20250917T173259",'2025-09-17T17:32:59.397273395Z
1a3zp85f5j6dlj,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:341,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,::group::Post task execution logs,'2025-09-17T17:32:59.395977955Z
1a3zp85f5j6dli,'2025-09-17T17:18:36.081800+00:00,'-1,python.py:240,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,"'Done. Returned value was: {'pass': True, 'fail_reasons': [], 'missing_counts': {'txn_id': 0, 'user_id': 0, 'amount': 0, 'currency': 0}, 'non_positive_amounts': 0, 'invalid_currency_count': 0}",'2025-09-17T17:32:59.288957809Z
1a3zp85f5j6dlh,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:733,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,::endgroup::,'2025-09-17T17:32:58.149055275Z
1a3zp85f5j6dlg,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:3136,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,'Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='sureshav2004@gmail.com' AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='etl_pipeline_clicks_transactions' AIRFLOW_CTX_TASK_ID='validate_data' AIRFLOW_CTX_EXECUTION_DATE='2025-09-17T17:18:36.081800+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-09-17T17:18:36.0818+00:00','2025-09-17T17:32:58.147086795Z
1a3zp85f5j6dlf,'2025-09-17T17:18:36.081800+00:00,'-1,task_command.py:473,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,'Running <TaskInstance: etl_pipeline_clicks_transactions.validate_data manual__2025-09-17T17:18:36.0818+00:00 [running]> on host airflow-worker-dg2dl,'2025-09-17T17:32:57.870117081Z
1a3zp85f5j6dle,'2025-09-17T17:18:36.081800+00:00,'-1,standard_task_runner.py:105,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,Job 206: Subtask validate_data,'2025-09-17T17:32:57.749534076Z
1a3zp85f5j6dld,'2025-09-17T17:18:36.081800+00:00,'-1,standard_task_runner.py:104,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,"'Running: ['airflow', 'tasks', 'run', 'etl_pipeline_clicks_transactions', 'validate_data', 'manual__2025-09-17T17:18:36.0818+00:00', '--job-id', '206', '--raw', '--subdir', 'DAGS_FOLDER/etl_pipeline_dag.py', '--cfg-path', '/tmp/tmpki9myq95']",'2025-09-17T17:32:57.749051007Z
1a3zp85f5j6dlc,'2025-09-17T17:18:36.081800+00:00,'-1,standard_task_runner.py:72,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,Started process 451 to run task,'2025-09-17T17:32:57.744455667Z
1a3zp85f5j6dlb,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:2892,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,'Executing <Task(PythonOperator): validate_data> on 2025-09-17 17:18:36.081800+00:00,'2025-09-17T17:32:57.734266128Z
1a3zp85f5j6dla,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:2869,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,Starting attempt 1 of 2,'2025-09-17T17:32:57.674855496Z
1a3zp85f5j6dl9,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:2616,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,'Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_pipeline_clicks_transactions.validate_data manual__2025-09-17T17:18:36.0818+00:00 [queued]>,'2025-09-17T17:32:57.674222396Z
1a3zp85f5j6dl8,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:2616,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,'Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_pipeline_clicks_transactions.validate_data manual__2025-09-17T17:18:36.0818+00:00 [queued]>,'2025-09-17T17:32:57.641343450Z
1a3zp85f5j6dl7,'2025-09-17T17:18:36.081800+00:00,'-1,local_task_job_runner.py:123,validate_data,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:33:03.409226590Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,::group::Pre task execution logs,'2025-09-17T17:32:57.566077940Z
17bryolf5kkuil,'2025-09-17T17:18:36.081800+00:00,'-1,local_task_job_runner.py:245,transform,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:32:56.310400582Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,::endgroup::,'2025-09-17T17:32:52.557683312Z
17bryolf5kkuik,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:3904,transform,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:32:56.310400582Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,'1 downstream tasks scheduled from follow-on schedule check,'2025-09-17T17:32:52.551819163Z
17bryolf5kkuij,'2025-09-17T17:18:36.081800+00:00,'-1,local_task_job_runner.py:266,transform,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:32:56.310400582Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,Task exited with return code 0,'2025-09-17T17:32:52.470436694Z
17bryolf5kkuii,'2025-09-17T17:18:36.081800+00:00,'-1,taskinstance.py:353,transform,1,'airflow-worker-dg2dl,etl_pipeline_clicks_transactions,'projects/neon-camp-471705-q5/logs/airflow-worker,,'2025-09-17T17:32:56.310400582Z,composerenv,'us-central1,'neon-camp-471705-q5,cloud_composer_environment,INFO,"'Marking task as SUCCESS. dag_id=etl_pipeline_clicks_transactions, task_id=transform, run_id=manual__2025-09-17T17:18:36.0818+00:00, execution_date=20250917T171836, start_date=20250917T173246, end_date=20250917T173252",'2025-09-17T17:32:52.254000991Z
